date,tweetid,userid,username,text,coordinates
b'Tue Dec 19 11:48:24 +0000 2017',9.43086E+17,193765038,b'Maarten Haug',b'@EenVandaag @thierrybaudet @dijkhoff @jesseklaver Hoe dom kan je zijn om Baudet te kiezen!!',
b'Tue Dec 19 11:48:34 +0000 2017',9.43086E+17,121493492,b'DANNYonPC',b'@werejul @assassinscreed @Ubisoft Or maybe i was slow xD',
b'Tue Dec 19 11:48:35 +0000 2017',9.43086E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',b'\xd0\x94\xd0\xb2\xd0\xb5\xd1\x80\xd0\xb8 \xd1\x82\xd1\x80\xd0\xb0\xd0\xb2\xd1\x8b https://t.co/yTjt2DFF7g',
b'Tue Dec 19 11:48:41 +0000 2017',9.43086E+17,483800687,b'fr4nsje',"b'Tuurlijk, stel je voor zeg, dat je zomaar dieren laat leven.... \xe2\x80\x98t #jachtvolk stond al te trappelen bij het 1e pers\xe2\x80\xa6 https://t.co/ieR2w7oVi2'",
b'Tue Dec 19 11:49:09 +0000 2017',9.43086E+17,113385322,b'Jevgenij Zukov',b'\xd0\x9f\xd0\xbe\xd0\xbc\xd0\xbd\xd1\x8e \xd0\xbf\xd0\xb5\xd1\x80\xd0\xb5\xd0\xb4 \xd0\xb2\xd1\x8b\xd0\xb1\xd0\xbe\xd1\x80\xd0\xb0\xd0\xbc\xd0\xb8 \xd0\xbf\xd1\x80\xd0\xbe\xd1\x88\xd0\xbb\xd1\x8b\xd0\xbc\xd0\xb8 \xd0\x9f\xd1\x80\xd0\xbe\xd1\x85\xd0\xbe\xd1\x80\xd0\xbe\xd0\xb2 \xd1\x82\xd0\xbe\xd0\xb6\xd0\xb5 \xd0\xb1\xd1\x8b\xd0\xbb \xd0\xbf\xd0\xb8\xd0\xbf\xd0\xb5\xd1\x86 \xd0\xba\xd0\xb0\xd0\xba\xd0\xb8\xd0\xbc \xd0\xbd\xd0\xbe\xd1\x80\xd0\xbc\xd0\xb0\xd0\xbb\xd1\x8c\xd0\xbd\xd1\x8b\xd0\xbc \xd0\xbc\xd1\x83\xd0\xb6\xd0\xb8\xd0\xba\xd0\xbe\xd0\xbc.... https://t.co/mKzEQrwQqw',
b'Tue Dec 19 11:49:13 +0000 2017',9.43086E+17,46915565,b'Jordy van Eijndhoven',b'En weer via Schiphol naar Aalsmeer! #VliegenvanHotNaarHaar #TVgek\xe2\x80\xa6 https://t.co/UedJNe49E2',
b'Tue Dec 19 11:49:14 +0000 2017',9.43086E+17,167737460,b'JT From Oakland \xe2\x9b\x91\xe2\x9b\x8f',b'fearless. \nrelentless.\nresilient. \nobsessive.\npassionate. https://t.co/ziCpD5nyge',
b'Tue Dec 19 11:49:44 +0000 2017',9.43086E+17,741864030,b'Mele Luiskimaka',b'People are so chatty in this flight what is happening let me be #antisocial',
b'Tue Dec 19 11:49:54 +0000 2017',9.43086E+17,2194552932,b'Kandi Klaire \xf0\x9f\xa7\x9a\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x91\xbd',b'Listening to riddim after I shave is like \xe2\x80\x9cthat was a nice 5 min of smoothn\xe2\x80\x9d but also \xe2\x80\x9choly shit I have goosebumps\xe2\x80\x9d',
b'Tue Dec 19 11:49:55 +0000 2017',9.43086E+17,3228487353,b'andrew',b'@_Martin65 Thanks man \xf0\x9f\x91\x8a doe maar om de beurt wil ze niet allemaal tegelijk van hun werk houden \xf0\x9f\x98\x81\xf0\x9f\x98\x81',
b'Tue Dec 19 11:50:02 +0000 2017',9.43086E+17,325548512,b'Ana\xc3\xafs Cortez-Reina',b'@cvrauwdeunt Soms snap ik het woud van regels niet en toch heeft het een hallo van niet juist en dat moet de politiek als eerste vermijden!',
b'Tue Dec 19 11:50:02 +0000 2017',9.43086E+17,448071443,b'Liemarvin Bonevacia',b'Had a great workout ....now is time for joga \xf0\x9f\x98\x8e\xf0\x9f\x98\x8e https://t.co/BrqJi8zZWY',
b'Tue Dec 19 11:50:48 +0000 2017',9.43086E+17,209032208,b'Charm',b'@pewdiepie https://t.co/yMXaIiO554 Please sign this https://t.co/N0spEzD178',
b'Tue Dec 19 11:50:50 +0000 2017',9.43086E+17,192177636,b'Rene Schoolenaar',b'@hannekemontijn prettig geregeld.',
b'Tue Dec 19 11:51:09 +0000 2017',9.43086E+17,54214657,b'Richard Steenvoorden',b'@diederikdegroot Jij volgt er sowieso ziek veel.',
b'Tue Dec 19 11:51:16 +0000 2017',9.43086E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',b'\xd0\x9a\xd1\x80\xd1\x83\xd0\xbf\xd0\xbd\xd0\xb5\xd0\xb5 https://t.co/uRWBpaXG1s',
b'Tue Dec 19 11:51:51 +0000 2017',9.43086E+17,493321524,b'Electric Surfer',"b""\xf0\x9f\xa4\x99, Pura Vida Guerreira!! @ Bicycle's Saving Planet Earth https://t.co/43HyNuaSYA""",
b'Tue Dec 19 11:52:08 +0000 2017',9.43087E+17,3400347647,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7',b'@josjansma Ja maar hoe wil je bij elkaar in zelfde potje zitten lmao',
b'Tue Dec 19 11:52:09 +0000 2017',9.43087E+17,168489388,b'4-freelancers.nl',b'#Systeem- / Netwerkbeheer Systeembeheerder Sr 2 fte - Systeembeheerder Sr. 2 fte te Amsterdam Reacties ontvangen ... https://t.co/ogfMdEGSPQ',
b'Tue Dec 19 11:52:32 +0000 2017',9.43087E+17,4979441,b'Dave',"b""I'm at Halfweg in Noord-Holland https://t.co/5ll1y7j6nt""",
b'Tue Dec 19 11:52:33 +0000 2017',9.43087E+17,3400347647,b'\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7\xf0\x9f\x87\xae\xf0\x9f\x87\xb7',b'@josjansma Kom spelen vnv fzo als je wilt',
b'Tue Dec 19 11:52:37 +0000 2017',9.43087E+17,50390942,b'Kim Jansen',b'@Pluisbaard Dat doen ze \xe2\x80\x98expres zo\xe2\x80\x99 \xe2\x98\x95\xef\xb8\x8f',
b'Tue Dec 19 11:52:39 +0000 2017',9.43087E+17,19095953,b'Alex Howard',b'Finally USA bound \xf0\x9f\x87\xba\xf0\x9f\x87\xb8',
b'Tue Dec 19 11:53:09 +0000 2017',9.43087E+17,30087694,b'Roland Weyers',b'Blokje om... I just finished walking 2.79 km in 33m:47s with #Endomondo #endorphins https://t.co/BDkJG8lUmN',
b'Tue Dec 19 11:53:15 +0000 2017',9.43087E+17,14767730,b'\xe2\x9a\xa1\xef\xb8\x8f Owen',b'Apple quietly throttles your iPhone CPU as the battery gets older.\n\nExplains why when a new iPhone comes out it _se\xe2\x80\xa6 https://t.co/TatTipZ2Cw',
b'Tue Dec 19 11:53:54 +0000 2017',9.43087E+17,21597548,b'Suzanne Mensen',b'@mereldev Wat een hel. Ik ook! Zo beroerd was ik lang niet. Heel veel beterschap daar. \xe2\x9d\xa4\xef\xb8\x8f',
b'Tue Dec 19 11:53:56 +0000 2017',9.43087E+17,418742208,b'\xd8\xb3\xd9\x80\xd8\xa7\xd8\xb1\xd8\xa7',b'\xd8\xa7\xd9\x84\xd9\x84\xd9\x87 \xd9\x8a\xd8\xad\xd9\x81\xd8\xb8 \xd8\xa7\xd9\x84\xd8\xac\xd9\x85\xd9\x8a\xd8\xb9\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xe2\x9d\xa4\xef\xb8\x8f #\xd8\xb5\xd9\x88\xd8\xaa_\xd8\xa7\xd9\x86\xd9\x81\xd8\xac\xd8\xa7\xd8\xb1_\xd9\x81\xd9\x8a_\xd8\xa7\xd9\x84\xd8\xb1\xd9\x8a\xd8\xa7\xd8\xb6',
b'Tue Dec 19 11:54:15 +0000 2017',9.43087E+17,3228487353,b'andrew',b'@_Martin65 Hahahaha wel met 2 handjes vasthouden dan \xf0\x9f\x98\x9c\xf0\x9f\x98\x9c',
b'Tue Dec 19 11:54:15 +0000 2017',9.43087E+17,125292498,b'KROMHAAN',b'\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 design van @Rgripgym Roemer https://t.co/AO2fxRM3F4',
b'Tue Dec 19 11:54:38 +0000 2017',9.43087E+17,20111412,b'Hannah',b'Quick trip to the jungle?? #hortusbotanicus #amsterdam @ Hortus Botanicus Amsterdam https://t.co/EgEFKt3KGY',
b'Tue Dec 19 11:54:46 +0000 2017',9.43087E+17,3228487353,b'andrew',b'@_Martin65 Thanks man gaat lukken \xf0\x9f\x91\x8a',
b'Tue Dec 19 11:54:48 +0000 2017',9.43087E+17,8.6901E+17,b'\xd0\xa8\xd0\xb8\xd0\xb1\xd0\xb0-\xd1\x86\xd0\xb5\xd0\xbd\xd1\x82\xd1\x80 \xf0\x9f\x90\x88',"b'@BloomqvistMkl \xd0\x92\xd0\xbf\xd0\xbe\xd0\xbb\xd0\xbd\xd0\xb5, +10 \xd0\xb3\xd0\xb4\xd0\xb5 \xd1\x82\xd0\xbe'",
b'Tue Dec 19 11:54:48 +0000 2017',9.43087E+17,1023271129,b'Johnno',"b""Should make a picture with a Cruzeiro flag in front of Schiphol's Christmas tree \xf0\x9f\x98\x83\xf0\x9f\x98\x83 #fechadocomocruzeiro""",
b'Tue Dec 19 11:54:49 +0000 2017',9.43087E+17,111846663,b'Cees Van Beek',b'Nice welcome to The #Netherlands by Amsterdam\xe2\x80\x99s @rijksmuseum https://t.co/9Q6sN5x8zd',
b'Tue Dec 19 11:54:56 +0000 2017',9.43087E+17,14767730,b'\xe2\x9a\xa1\xef\xb8\x8f Owen',"b""This is actually a pretty cool way of managing battery life as a phone ages, but it's also pretty disingenuous to n\xe2\x80\xa6 https://t.co/6Fcsvjdgop""",
b'Tue Dec 19 11:55:04 +0000 2017',9.43087E+17,2940959776,b'\xe2\x84\x92esley',"b""' Aardappelstaafjes diepgebakken in vet met zout'""",
b'Tue Dec 19 11:55:10 +0000 2017',9.43087E+17,47437789,b'Paul de Jong',"b'Met de prijswinnaars van @guitarkingstore , @keymusicnl en @MusicmakerNL op de foto met\xe2\x80\xa6 https://t.co/iiFqWEEJ3o'",
b'Tue Dec 19 11:55:17 +0000 2017',9.43087E+17,241179258,b'GiusySiesti',"b""Buon marted\xc3\xac guys \xf0\x9f\x8c\xbc un po' grigio dalle mie parti ma ottimo per questo nude da tutti i giorni\xe2\x80\xa6 https://t.co/ckFQ0JpERo""",
b'Tue Dec 19 11:55:34 +0000 2017',9.43087E+17,23385427,b'Tyler Deutsch',b'https://t.co/63AHIUo89d',
b'Tue Dec 19 11:55:36 +0000 2017',9.43087E+17,47361215,b'Matthijs Pontier',b'EU-onderzoekt IKEA om belastingontduiking https://t.co/wIIbBYBvDY | #IKEA #belastingontwijking @IKEAUSA @IKEAUK\xe2\x80\xa6 https://t.co/r7ZhVmZexj',
b'Tue Dec 19 11:56:32 +0000 2017',9.43088E+17,1029275545,b'Chocoa',"b'@laurasbakery_nl Ah, dat ziet er heerlijk uit! Leuk recept! Geniet ervan :).'",
b'Tue Dec 19 11:57:05 +0000 2017',9.43088E+17,50390942,b'Kim Jansen',"b'Jezelf afvragen wat je gaat doen vandaag...\n\n...wetende dat je de keuken, woonkamer, slaapkamer, badkamer dus eigen\xe2\x80\xa6 https://t.co/mzp8ERMS9C'",
b'Tue Dec 19 11:57:06 +0000 2017',9.43088E+17,14767730,b'\xe2\x9a\xa1\xef\xb8\x8f Owen',b'Pretty nice way to get people to upgrade _and_ avoid having to replace their batteries for free! https://t.co/PMwKiMym3o',
b'Tue Dec 19 11:57:24 +0000 2017',9.43088E+17,15880652,b'Maurice Beljaars',"b'Huh? Een stijve krijg je of krijg je niet. Die kun je niet \xe2\x80\x98maken\xe2\x80\x99 hoor, @HeleenvanRoyen https://t.co/Y6YlxnnXj9'",
b'Tue Dec 19 11:57:30 +0000 2017',9.43088E+17,2290538707,b'Alton Pitre',b'Lol yup you got me on a Gross No Kutt \xe2\x9c\x82\xef\xb8\x8f\xf0\x9f\x92\x88when I touch down? https://t.co/aAcs1PuLg8',
b'Tue Dec 19 11:58:15 +0000 2017',9.43088E+17,2290538707,b'Alton Pitre',b'@vaughnvuciano What\xe2\x80\x99s the deal bro!?',
b'Tue Dec 19 11:58:44 +0000 2017',9.43088E+17,14767730,b'\xe2\x9a\xa1\xef\xb8\x8f Owen',b'Now that this is out there someone should look into why iPhones do a hard power cycle every other night \xf0\x9f\x98\x89',
b'Tue Dec 19 11:58:44 +0000 2017',9.43088E+17,2290538707,b'Alton Pitre',"b'@TheRealMrB Yes sir it is, thank you!'",
b'Tue Dec 19 11:59:10 +0000 2017',9.43088E+17,32736739,b'TMJ-NET Pharm. Jobs',"b""We're #hiring! Read about our latest #job opening here: START YOUR CAREER IN THE PHARMA INDUSTRY AS MEDICAL REPRESE\xe2\x80\xa6 https://t.co/AwjG3IwiUi""",
b'Tue Dec 19 11:59:33 +0000 2017',9.43088E+17,4211275037,b'Jos.',"b'Op FB: tag je vriend met een E, A of O en die moet een varken met 1 tand trouwen.\n\nEn op Twitter wordt @thierrybaudet politicus vh jaar.'",
b'Tue Dec 19 11:59:58 +0000 2017',9.43089E+17,2882547575,b'Blue Blood Studios',b'archibaldt is here!! Come by to discuss your future awesome tattoos today! Or just roll up in\xe2\x80\xa6 https://t.co/eqFUGvnXBt',
b'Tue Dec 19 12:00:02 +0000 2017',9.43089E+17,19116083,b'Carl van de Wouw',"b'12:42 Temp. 7.3\xc2\xb0C, Vochtigheid. 96%, Dauwpunt. 6.5\xc2\xb0C, Luchtdruk. 1033.4 hpa, Regen vandaag 0.1123 mm, Wind 270\xc2\xb0 1.1 km/h'",
b'Tue Dec 19 12:00:03 +0000 2017',9.43089E+17,128643381,b'ROYALTY',b'Schetsen trouwjurk Meghan Markle gelekt https://t.co/OhZWJy3zWm #Royalty',
b'Tue Dec 19 12:00:05 +0000 2017',9.43089E+17,2290538707,b'Alton Pitre',"b'@Dee_Gross Lol yup, Can I get a Gross No Kutt \xf0\x9f\x92\x88\xe2\x9c\x82\xef\xb8\x8f when I touch down ?'",
b'Tue Dec 19 12:00:05 +0000 2017',9.43089E+17,82195457,b'Pim Oremans',b'@RechtspraakNL Het algemeen nummer wat voor MNL op rechtspraak.nl staat. Maar het gaat om kanton.',
b'Tue Dec 19 12:00:06 +0000 2017',9.43089E+17,47361215,b'Matthijs Pontier',b'Bitcoin op de agenda bij G20-top https://t.co/RCIAyrEkuj | #bitcoin #G20\nHoe zullen ze het willen reguleren? https://t.co/9NVt4dmhT6',
b'Tue Dec 19 12:00:33 +0000 2017',9.43089E+17,166083825,b'Hans Moll \xd9\x86',b'@gerardrigter lafzakkig stukje in @volkskrant geen hooggeleerde hotemetoot Politiek &amp; Moraal oid gebeld vr een reac\xe2\x80\xa6 https://t.co/zY4mfYVcEY',
b'Tue Dec 19 12:01:00 +0000 2017',9.43089E+17,59093441,b'\xf0\x9f\xa6\x84 Ben Southworth\xf0\x9f\xa6\x84',"b'We are all, at some point, an anarchist, a communist, a capitalist and a realist, but we all come to worship the Instant Pot in the end.'",
b'Tue Dec 19 12:01:02 +0000 2017',9.43089E+17,3375579785,b'BrugOpen',b'De brug over buitenhoofd Noordersluis in IJmuiden is weer dicht. Zie https://t.co/TgBObXvbP2 #brugopen',
b'Tue Dec 19 12:01:06 +0000 2017',9.43089E+17,35430926,b'Gendro',b'Jumpen op eigen risico \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 jeremyschijff #topdoks #eo @ Jumpsquare Amsterdam https://t.co/NUr8LnHS4f',
b'Tue Dec 19 12:01:36 +0000 2017',9.43089E+17,245400973,b'Geert Geel',b'@xynyxs Ik prefereer een land waar Pechtold en de zijnen op dezelfde wijze worden behandeld als bijvoorbeel Geert W\xe2\x80\xa6 https://t.co/p0jaqRQXkt',
b'Tue Dec 19 12:02:06 +0000 2017',9.43089E+17,19140633,b'112alarm.net',b'\xf0\x9f\x94\xb4 #BOESINGHELIEDE #KEN | Ongeval Materieel VBW A205 R - Boesingheliede Zwanenburg\n | https://t.co/RohizQORHJ',
b'Tue Dec 19 12:02:19 +0000 2017',9.43089E+17,28305026,b'Roberto di Gento',b'@Model3Owners Dead of \xe2\x80\x9csmart pre-heating\xe2\x80\x9d? feature?',
b'Tue Dec 19 12:02:23 +0000 2017',9.43089E+17,1439075054,b'Rene Smit',b'@TwitPollNL @SeriousRequest @3FM En we plaatsen volgend jaar het glazen huis in Wassenaar. ..',
b'Tue Dec 19 12:02:35 +0000 2017',9.43089E+17,47361215,b'Matthijs Pontier',"b'CBS: 18,4 miljoen inwoners in 2060 https://t.co/FlJf54QRJC | #CBS #bevolkingspiramide \nhttps://t.co/WUaNx0jsUy'",
b'Tue Dec 19 12:02:39 +0000 2017',9.43089E+17,3065815450,b'Res\xc4\xabdente\xf0\x9f\x8e\xa8',b'Empece a hablar sola con la ropa y mi viejo me dijo \xe2\x80\x9ces el paso previo a la locura\xe2\x80\x9d ta bien',
b'Tue Dec 19 12:02:39 +0000 2017',9.43089E+17,3793007775,b'Natasja\xe2\x99\xa1',b'@YOUNGBenjaminuk I have never eaten mince pies..is it good?',
b'Tue Dec 19 12:03:45 +0000 2017',9.43089E+17,4211275037,b'Jos.',b'@thierrybaudet We verdebiliseren. Of is dat geen woord?',
b'Tue Dec 19 12:04:14 +0000 2017',9.4309E+17,526784280,b'Edwin Wielenga',b'Nog 130 uur te gaan het word spannend #kerst2017 https://t.co/A9EkwNofOF',
b'Tue Dec 19 12:05:13 +0000 2017',9.4309E+17,219038925,b'Carla',b'Dit is te schattig. https://t.co/AqUiPkvQPI',
b'Tue Dec 19 12:05:14 +0000 2017',9.4309E+17,2963742892,b'jana got niall m&g',b'thank you for the most beautiful day @ShawnMendes #ThankYouIlluminateTour https://t.co/Dxdtyw4BsM',
b'Tue Dec 19 12:05:28 +0000 2017',9.4309E+17,22131260,b'Liz Holcomb',"b""@IanRobinson Sometimes I'm happier to just get sick and get it done with.""",
b'Tue Dec 19 12:05:33 +0000 2017',9.4309E+17,4516435407,b'Vince',b'https://t.co/ilVlVIA6Uv',
b'Tue Dec 19 12:05:44 +0000 2017',9.4309E+17,121493492,b'DANNYonPC',b'@vonOben its not like PUBG is that original either',
b'Tue Dec 19 12:05:46 +0000 2017',9.4309E+17,26335581,b'Johan van der Kooi',"b'After 2 weeks of being busy at work, finally time for a good run again! #assendelft #zaanstreek\xe2\x80\xa6 https://t.co/GxiEuKisfI'",
b'Tue Dec 19 12:05:53 +0000 2017',9.4309E+17,1712902910,b'Wesley Ligtvoet',"b""Hey @Enzoknol en @everydee , wisten jullie al dat het station flink vernieuwd word? Hierbij foto's van zoals bekend\xe2\x80\xa6 https://t.co/crLbvaouh1""",
b'Tue Dec 19 12:06:08 +0000 2017',9.4309E+17,4516435407,b'Vince',b'Vanmiddag lekker kipnuggets eten bij de Mac \xf0\x9f\x98\x8b\xf0\x9f\xa4\xaa https://t.co/ovreDJDetv',
b'Tue Dec 19 12:06:19 +0000 2017',9.4309E+17,2360588171,b'Martin Quintana',"b""I'm at Brasserie Bark in Amsterdam, Netherlands https://t.co/yJm5xZ601m""",
b'Tue Dec 19 12:06:23 +0000 2017',9.4309E+17,7.32555E+17,b'Aad 168',b'@Com4all Zit met kerst alleen met mijn 3 doggies!\xf0\x9f\xa4\x94\nMisschien komt mijn zoon nog langs!\xf0\x9f\x98\x84\nCheers!\xf0\x9f\x98\x87',
b'Tue Dec 19 12:06:26 +0000 2017',9.4309E+17,176746553,b'Peter Siegel \xf0\x9f\x90\xb0',b'@vbsurdist the age of Facequarius',
b'Tue Dec 19 12:06:27 +0000 2017',9.4309E+17,104243955,b'\xce\x9cINN\xce\x9e \xce\xa4\xce\x9eLM\xce\x9bN',b'Dit is op z\xe2\x80\x99n minst verdacht en zal hoe dan ook onderzocht moeten worden. Het gegeven dat zo\xe2\x80\x99n prijzig geschenk nie\xe2\x80\xa6 https://t.co/bcwfDFkFWw',
b'Tue Dec 19 12:06:38 +0000 2017',9.4309E+17,245400973,b'Geert Geel',b'@RobertKnijff @thierrybaudet @EenVandaag Hence #NIEUWZUUR......',
b'Tue Dec 19 12:07:07 +0000 2017',9.4309E+17,121493492,b'DANNYonPC',b'@vonOben How to be mr PUBG\n\nmake accidentally a success hit\nget angry on everyone else who does it \nmake one of the\xe2\x80\xa6 https://t.co/HjnJ412R3u',
b'Tue Dec 19 12:07:11 +0000 2017',9.4309E+17,1729137342,b'Rouvy',b'The @Elite_cycling challenge is over and New Elite Drivo with extreme precision performance is heading to Sitio de\xe2\x80\xa6 https://t.co/2wzQUp6ili',
b'Tue Dec 19 12:07:15 +0000 2017',9.4309E+17,221392517,b'VolderManagement',b'D\xe2\x80\x99n vrouw vanochtend op weg naar haar werk. Iets te laat opgestaan zeker? Of ruzie met de f\xc3\xb6hn gehad. https://t.co/JBmixWnzQx',
b'Tue Dec 19 12:07:28 +0000 2017',9.4309E+17,4516435407,b'Vince',b'@WesleyHoning @KyravanRiet Mag ik dan wel een puntje taart?',
b'Tue Dec 19 12:07:34 +0000 2017',9.4309E+17,23923853,b'amanda weideman-Seveno',b'@mrdanwalker @BBCBreakfast IT Looked Like everyone had fun and iT was lovely !',
b'Tue Dec 19 12:08:01 +0000 2017',9.43091E+17,1443685574,b'TATTOOLS Amsterdam',"b'New Tebori Tools work in progress, sorry for the long waiting time awesome stuff need the right\xe2\x80\xa6 https://t.co/8lsOZlccsc'",
b'Tue Dec 19 12:08:02 +0000 2017',9.43091E+17,3375579785,b'BrugOpen',b'De brug over binnenhoofd Noordersluis in IJmuiden ging zojuist open om 13:06. Zie https://t.co/H1oG0ir1oZ #brugopen',
b'Tue Dec 19 12:08:19 +0000 2017',9.43091E+17,32912050,b'Adam',b'walking on air \xe2\x98\x81\xef\xb8\x8f https://t.co/uzdhUAUV3k',
b'Tue Dec 19 12:08:45 +0000 2017',9.43091E+17,278708054,b'Intercity Defect',b'#ICDirect 929 (V 13:37 van Amsterdam Airport) naar Amsterdam Centraal is 5 minuten vertraagd.',
b'Tue Dec 19 12:08:57 +0000 2017',9.43091E+17,2940959776,b'\xe2\x84\x92esley',"b""Review Tony's chocolonely, knettersuiker en framboos.\n\nDe knetters zijn zeker aanwezig, en er zitten stukjes gedroo\xe2\x80\xa6 https://t.co/7TsBKGo8gb""",
b'Tue Dec 19 12:09:21 +0000 2017',9.43091E+17,4516435407,b'Vince',b'Lekker familyguy kijken op de computer. xD',
b'Tue Dec 19 12:09:33 +0000 2017',9.43091E+17,2940959776,b'\xe2\x84\x92esley',b'Ik review dingen want ik probeer dingen uit. Wow https://t.co/oDh4l4M474',
b'Tue Dec 19 12:09:37 +0000 2017',9.43091E+17,2616975215,b'Weginspecteur Wim',"b'@Ambu_Dame Wij allemaal, een beetje jammer weer!'",
b'Tue Dec 19 12:09:39 +0000 2017',9.43091E+17,334674681,b'Evi SnowMew',"b'Another waiting room, this one has a more cabiny feel than most. https://t.co/fOtpmoMA7f'",
b'Tue Dec 19 12:09:42 +0000 2017',9.43091E+17,2438516939,b'Dani\xf0\x9f\xa5\x80',b'@Yinqereh @BibiDeBadeend @Vaiyran  https://t.co/PHYDdMcM9F',
b'Tue Dec 19 12:09:45 +0000 2017',9.43091E+17,108927063,b'Job Snijders',b'@ckatminxsdotnet #PrayForChristian',
b'Tue Dec 19 12:09:57 +0000 2017',9.43091E+17,88160282,b'doug',"b'the tag lines for #rhobh is the best, like shiiiiiittt yassssss'",
b'Tue Dec 19 12:10:14 +0000 2017',9.43091E+17,47361215,b'Matthijs Pontier',b'Internationale vergelijking:\nNederland heeft drukst bereden spoor van Europa\nToch rijden Nederlandse treinen gemidd\xe2\x80\xa6 https://t.co/eS65g5hVMy',
b'Tue Dec 19 12:10:22 +0000 2017',9.43091E+17,88160282,b'doug',"b'umm.. joe went to piss like 20 mins ago, now i\xe2\x80\x99ve lost him ffs'",
b'Tue Dec 19 12:10:32 +0000 2017',9.43091E+17,64253391,b'Beckie Eaves',"b'\xf0\x9f\x91\x88\xf0\x9f\x8f\xbc Look left @ Amsterdam, Netherlands https://t.co/pD3FU52AEq'",
b'Tue Dec 19 12:10:32 +0000 2017',9.43091E+17,305080419,b'Sezgin Durmaz',b'I am #AMSTERDAM\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n_________________________________________\n#rijksmuseum #iamsterdam\xe2\x80\xa6 https://t.co/Mfnp7wABuX',
b'Tue Dec 19 12:10:34 +0000 2017',9.43091E+17,1729137342,b'Rouvy',b'The @Elite_cycling challenge is over and New Elite Drivo with extreme precision performance is heading to Sitio de\xe2\x80\xa6 https://t.co/20wKncxafE',
b'Tue Dec 19 12:10:48 +0000 2017',9.43091E+17,22480662,b'Bad Prutt',b'@davidneyskens @stijnmeuris Stijn Meuris krijg de pleuris',
b'Tue Dec 19 12:11:02 +0000 2017',9.43091E+17,209551157,b'Kiza Magendane',b'En de vraag blijft: waar blijft woede en RESPONSIBILITY TO PROTECT? https://t.co/kStiyiNQS5',
b'Tue Dec 19 12:11:20 +0000 2017',9.43091E+17,219038925,b'Carla',b'@cootdoes Van mij mag je. Ik lees jouw opinies graag.',
b'Tue Dec 19 12:12:27 +0000 2017',9.43092E+17,1697510634,b'Ryan McGregor',b'@ThatTimWalker Oh my god... The Russians didn\xe2\x80\x99t cause BREXIT... Incompetent UK governance and a totalitarian EU did\xe2\x80\xa6 https://t.co/g5ud0eQATk',
b'Tue Dec 19 12:12:43 +0000 2017',9.43092E+17,121493492,b'DANNYonPC',b'@Disposalist @vonOben Time for a battle royale of the battle royale games!',
b'Tue Dec 19 12:12:52 +0000 2017',9.43092E+17,2902821,b'De Telegraaf',"b'Wapenhandelaar Van Kouwenhoven is op borgtocht vrijgelaten, maar gevreesd wordt dat hij naar de republiek Congo uit\xe2\x80\xa6 https://t.co/Xo6Z0W96Az'",
b'Tue Dec 19 12:13:30 +0000 2017',9.43092E+17,121493492,b'DANNYonPC',b'@vonOben Especially since those games (Fortnite)  actually work :p (and are on all 3 platforms) \n\nInstead of kinda\xe2\x80\xa6 https://t.co/x1k8NwmFwZ',
b'Tue Dec 19 12:13:46 +0000 2017',9.43092E+17,124827445,b'Rosalinde',b'@Logeion Wat een kerststerren :-)',
b'Tue Dec 19 12:13:46 +0000 2017',9.43092E+17,1480672898,b'gjbvld',b'@marcellawater_w Begrijp de gegeven suggesties niet dat de politie dan lampjes zou moeten uitdelen. Idd ligt hier e\xe2\x80\xa6 https://t.co/ppDYx7Tms5',
b'Tue Dec 19 12:13:49 +0000 2017',9.43092E+17,121493492,b'DANNYonPC',b'@D4RTHV3DA @MarbleDuck The Dutchlands',
b'Tue Dec 19 12:13:54 +0000 2017',9.43092E+17,268448452,b'Ruth van der Veer',b'I was out cycling 20.52 km with #Endomondo #endorphins https://t.co/9HiH2eHTbm',
b'Tue Dec 19 12:14:00 +0000 2017',9.43092E+17,448138706,b'Eline',b'\xf0\x9f\x98\x82 https://t.co/c1cKv7lzIx',
b'Tue Dec 19 12:14:14 +0000 2017',9.43092E+17,1650455894,b'Remco Bader',b'@Aalsmeer_NL Ok\xc3\xa9 bedankt voor de reactie. Ik hoop het. Het us namelijk echt heul donker. \xf0\x9f\x98\x89',
