date,tweetid,userid,username,text
b'Mon Dec 18 10:36:03 +0000 2017',9.43E+17,191822906,b'Louis M M Coiffait',"b'Wonkhe presents a new conference in March: It\xe2\x80\x99s alive! OfS, regulation and the new English HE system @Wonkhe\xe2\x80\xa6 https://t.co/bc12KMhuPV'"
b'Mon Dec 18 10:36:05 +0000 2017',9.43E+17,2651133520,b'alyson peberdy',b'Brilliant news and very wise choice! https://t.co/1Q1HMJLDW5'
b'Mon Dec 18 10:36:03 +0000 2017',9.43E+17,320148009,b'carina',"b'Great night sleep, \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc'"
b'Mon Dec 18 10:36:06 +0000 2017',9.43E+17,2614090022,b'Hana',"b'Britanci su narod, totalno neoptere\xc4\x87en dru\xc5\xa1tvenim mre\xc5\xbeama.\nI enjoy,too.'"
b'Mon Dec 18 10:36:06 +0000 2017',9.43E+17,4702051,b'Carol Bewick',b'Arrived early for a meeting with a tic in my eyelid. Kept head down in case of uncontrolled winking at strangers https://t.co/krGs8Cnqqk'
b'Mon Dec 18 10:36:11 +0000 2017',9.43E+17,320148009,b'carina',b'Very much needed'
b'Mon Dec 18 10:36:11 +0000 2017',9.43E+17,270042950,b'Neil Banks',b'\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb https://t.co/rYl9tfhtv6'
b'Mon Dec 18 10:36:17 +0000 2017',9.43E+17,21097274,b'Chris Quinn',b'@danwhitepr And souls are crushed'
b'Mon Dec 18 10:36:20 +0000 2017',9.43E+17,135496425,b'Dial Arch',b'It\xe2\x80\x99s one week until Christmas Day! Have you got everything sorted? Drop in this afternoon for some light lunch betw\xe2\x80\xa6 https://t.co/CvfGh0EAda'
b'Mon Dec 18 10:36:20 +0000 2017',9.43E+17,8.51E+17,b'B\xc3\xa1rbara',b'Para a merda n\xc3\xa3o volto https://t.co/37WpyP1yh8'
b'Mon Dec 18 10:36:20 +0000 2017',9.43E+17,51138891,b'Iain Law',b'@steve_the_stig @jimbenchukip @cheshirepolice @new_nrg If only....'
b'Mon Dec 18 10:36:22 +0000 2017',9.43E+17,111924150,b'Kitty Wong',b'Wisdom teeth pain - any recommendations of pain relief ? Apart from eating large dosage of painkillers.'
b'Mon Dec 18 10:36:22 +0000 2017',9.43E+17,32514248,b'Aswad Choudhry',b'Winter Wonderland #xmasinlondon #london #WinterWonderland @ Winter\xe2\x80\xa6 https://t.co/UhrLVFD3Qq'
b'Mon Dec 18 10:36:23 +0000 2017',9.43E+17,2244125251,b'NaturalforBaby',"b""This time next week it'll be Christmas Day!\n\nThis week Natural for Baby will be open for you for\xe2\x80\xa6 https://t.co/v12c9uVLHy"""
b'Mon Dec 18 10:36:25 +0000 2017',9.43E+17,135183743,b'Crafts Council UK',"b""What an achievement - well done @2017Hull! (great to see @iampascalanson's Balance Chairs from States of Play featu\xe2\x80\xa6 https://t.co/Ffj1anyueK"""
b'Mon Dec 18 10:36:25 +0000 2017',9.43E+17,3307093985,b'POhWER',b'@POhWERadvocacy would like to let everyone know are closing times over the Christmas period. https://t.co/lHlVyswIYx'
b'Mon Dec 18 10:36:25 +0000 2017',9.43E+17,58577963,b'Neleen @ High Timber',b'Just don\xe2\x80\x99t let Zuma do the counting \xf0\x9f\x98\x87. And may the best person lead us. https://t.co/otOtszlvta'
b'Mon Dec 18 10:36:32 +0000 2017',9.43E+17,1668360558,"b""Caf\xc3\xa9 1809 Hildenbor'""",b'Need some time to yourself to get the last few bits of shopping done? Drop your children @Cafe1809 and we will keep\xe2\x80\xa6 https://t.co/bLwMnMdc2r'
b'Mon Dec 18 10:36:35 +0000 2017',9.43E+17,65050494,b'Simona Valentina',b'That\xe2\x80\x99s me \xf0\x9f\x98\x83 https://t.co/iSZERugRid'
b'Mon Dec 18 10:36:36 +0000 2017',9.43E+17,102700870,b'Achtung! Millwall',"b'@Nick_A_How Enjoy your trip over Nick! Probably not selling on the gate mate, Christmas and all that'"
b'Mon Dec 18 10:36:37 +0000 2017',9.43E+17,84362356,b'Evangeline*',b'i have been travelling for 7 hours so far and still have 1 hour to go \xf0\x9f\x98\xa9'
b'Mon Dec 18 10:36:38 +0000 2017',9.43E+17,7.03E+17,b'London Enthusiast \xf0\x9f\x8f\x99',b'\xe2\x96\xab\xef\xb8\x8f\xe2\x96\xab\xef\xb8\x8f\xf0\x9f\x9a\x87\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x8f\x99\xe2\x96\xab\xef\xb8\x8f\xe2\x96\xab\xef\xb8\x8f\nThe Ghosts of Christmas Commuters \xf0\x9f\x8e\x84\xf0\x9f\x91\xbb\xe2\x98\xba\xef\xb8\x8f\n\xe2\x9d\x87\xef\xb8\x8f Feature: @bettymarge22\n\xe2\x8f\xba Selected by:\xe2\x80\xa6 https://t.co/U8wBEyV9rn'
b'Mon Dec 18 10:36:39 +0000 2017',9.43E+17,41804737,b'Gemma Brimble',b'@kristianbrimble watching Elf aka the best christmas film of all time'
b'Mon Dec 18 10:36:40 +0000 2017',9.43E+17,357147461,b'\xd8\xb3\xd9\x84\xd9\x88\xd9\x8a',b'So cool hehe https://t.co/kbGkj7lRSz'
b'Mon Dec 18 10:36:42 +0000 2017',9.43E+17,7.80E+17,b'\xe9\x85\x92 Jonathan Warner\xf0\x9f\x87\xa9\xf0\x9f\x87\xb2 \xe9\x85\x92',b'Okay so this GP at Hand app ... I rate it highly. \n\n5 minutes and I had a diagnosis from an actual doctor. \n\nLegit\xe2\x80\xa6 https://t.co/uEKIGkOlbu'
b'Mon Dec 18 10:36:43 +0000 2017',9.43E+17,507239123,b'Morris Hickey',"b""@TfLRail Street? Isn't that in Somerset?"""
b'Mon Dec 18 10:36:44 +0000 2017',9.43E+17,1382158386,b'Kayden Gray',b'Bareback sex always comes with a risk. But you already knew that. I\xe2\x80\x99m not gonna tell you how to\xe2\x80\xa6 https://t.co/UneTpt0rZh'
b'Mon Dec 18 10:36:46 +0000 2017',9.43E+17,479163051,b'THE GIFTED GROUP',b'Here is j_armahentertainment \nOne of our successful actors who auditioned and will be apart of\xe2\x80\xa6 https://t.co/5IytTYmXvd'
b'Mon Dec 18 10:36:47 +0000 2017',9.43E+17,1352869994,b'Sheeley\xe2\x9c\xa8',b'Girls who\xe2\x80\x99s give other girls negativity. We\xe2\x80\x99re suppose to be on the same side \xf0\x9f\x98\xb4'
b'Mon Dec 18 10:36:48 +0000 2017',9.43E+17,7.50E+17,b'Angela Spang',"b'Touring the country again, this time to Nottingham and Derby. https://t.co/b6kwA1Efpe'"
b'Mon Dec 18 10:36:50 +0000 2017',9.43E+17,33851953,b'Andy Wigmore',b'If only we could do this in Westminster........@Arron_banks https://t.co/civYdm34Md'
b'Mon Dec 18 10:36:52 +0000 2017',9.43E+17,41804737,b'Gemma Brimble',b'@jimsmallman @JimmyHavoc @Scroobiuspipyo soooooooooooon'
b'Mon Dec 18 10:36:53 +0000 2017',9.43E+17,17865252,b'Dom Joly',"b""Je n'ai aucun probl\xc3\xa8me avec ses trucs originaux. Je veux juste qu'il laisse les miennes tranquille. https://t.co/piXAnwgnrp"""
b'Mon Dec 18 10:36:53 +0000 2017',9.43E+17,99567059,b'JG',b'@WACCOE @rdholmes82 @RobertEndeacott @LeedsUnited_MAD Broadly right but....Denis Irwin &amp; Scott Sellars.'
b'Mon Dec 18 10:36:55 +0000 2017',9.43E+17,49107664,b'Mr Matthews',"b'@JPLongland LOL, ugh. It might be...'"
b'Mon Dec 18 10:36:57 +0000 2017',9.43E+17,406297160,b'the mike before xmas',b'@lepreas @illucifer I like it filled and dripping out'
b'Mon Dec 18 10:36:57 +0000 2017',9.43E+17,28212119,b'Kristian Brimble',b'@GemmaBrimble You are wrong.'
b'Mon Dec 18 10:36:57 +0000 2017',9.43E+17,8.41E+17,b'Dr. Richard Bloore',"b'https://t.co/W0kRe2inFh\n\nEagles from LA song \'The Last Resort\' about California ""they call it Paradise I don\'t know\xe2\x80\xa6 https://t.co/LXUAdXyumC'"
b'Mon Dec 18 10:36:59 +0000 2017',9.43E+17,14421219,b'Hippopotamusmontanus',"b""One of my all time favourites. I must have bought 4 or 5 copies over years as it's my go-to 'you must read' book. M\xe2\x80\xa6 https://t.co/gsqQg3bduo"""
b'Mon Dec 18 10:36:59 +0000 2017',9.43E+17,323521505,b'Jonathan Goodchild',b'This is very good - @TobyGuise ought to be published where he is more likely to be widely read https://t.co/sQVxKJHtZi'
b'Mon Dec 18 10:36:59 +0000 2017',9.43E+17,305793023,b'Jack Longhurst',b'@kerriblake10 https://t.co/OslIYGFtNm'
b'Mon Dec 18 10:36:59 +0000 2017',9.43E+17,1516439552,b'rhi rhi',b'What was I thinking drinking on a Sunday \xf0\x9f\xa4\xa2'
b'Mon Dec 18 10:37:01 +0000 2017',9.43E+17,7.82E+17,b'David Owen Morgan',"b""Thanks for the support last night guys. For everyone asking about pedals, here's how it went\xe2\x80\xa6 https://t.co/qFyeWwvBCh"""
b'Mon Dec 18 10:37:01 +0000 2017',9.43E+17,320148009,b'carina',b'My ASOS parcel is coming today HOORAH'
b'Mon Dec 18 10:37:03 +0000 2017',9.43E+17,9.30E+17,b'Exprinters',b'@ActiveProfileUK Want to save money on your Roller Banners?'
b'Mon Dec 18 10:37:04 +0000 2017',9.43E+17,215568556,b'\xd9\x88\xd8\xb7\xd9\x86 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb2 \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa',b'@triag7_triag \xd8\xa7\xd9\x84\xd8\xa7\xd9\x85\xd8\xa7\xd8\xb1\xd8\xa7\xd8\xaa \xd9\x8a\xd8\xa7\xd8\xa7\xd8\xa8\xd9\x88 \xd9\x85\xd9\x88\xd8\xb2\xd9\x87 \xd8\xaf\xd8\xa7\xd8\xb9\xd8\xb3\xd9\x87 \xd8\xb9\xd9\x84\xd9\x89 \xd8\xae\xd8\xb4\xd9\x88\xd9\x85\xd9\x83\xd9\x85'
b'Mon Dec 18 10:37:05 +0000 2017',9.43E+17,612440844,b'Paul Rose',b'\xe2\x98\x83\xef\xb8\x8f\xf0\x9f\x8e\x84Workout advent calendar - day 18\xf0\x9f\x8e\x84\xe2\x98\x83\xef\xb8\x8f\n-\n\xe2\x9d\x84\xef\xb8\x8fCardio fat blitz\xe2\x9d\x84\xef\xb8\x8f\n-\n20 minutes AMRAP\n-\n20x Burpee\xe2\x80\xa6 https://t.co/Y4oBGkVrgQ'
b'Mon Dec 18 10:37:05 +0000 2017',9.43E+17,864516229,b'Drew Young',b'@MarieAnnUK The Independent. It used to be a newspaper. Now a failed newspaper which keeps reminding us why it failed!'
b'Mon Dec 18 10:37:08 +0000 2017',9.43E+17,14626765,b'Boback Shahsafdari',"b'@mnisnis My 2012 iMac (which I recently wiped accidentally) just needed a SSD, and now I can use it without swearin\xe2\x80\xa6 https://t.co/VfYuNWyi5v'"
b'Mon Dec 18 10:37:10 +0000 2017',9.43E+17,322213299,b'Athos Paps',b'Matter of time someone will snap Ali in half'
b'Mon Dec 18 10:37:11 +0000 2017',9.43E+17,8.39E+17,b'Fizzy Anthony',b'regranned from ed_lynee  -  Christmas party vibes\n.\n.\nThanks to the wonderful @hairbyfizzy for\xe2\x80\xa6 https://t.co/mVDsEoiE57'
b'Mon Dec 18 10:37:15 +0000 2017',9.43E+17,208610451,b'Miguel Bento \xf0\x9f\x8c\x8d',b'Se fossem pobres n era noticia... https://t.co/ehN2VYfOdb'
b'Mon Dec 18 10:37:17 +0000 2017',9.43E+17,46648234,b'Christopher Bartlett',b'Yesssss https://t.co/q7inNM5guF'
b'Mon Dec 18 10:37:17 +0000 2017',9.43E+17,1013612714,b'Nicki Welding',b'A colleague is asked what the problem is with her laptop \xe2\x80\x9cit got sat on\xe2\x80\x9d'
b'Mon Dec 18 10:37:20 +0000 2017',9.43E+17,266851052,b'Sophie',b'@andy_lucey @cmoods76 Not with my messy lot \xf0\x9f\x98\x94'
b'Mon Dec 18 10:37:20 +0000 2017',9.43E+17,3318761867,b'Clockwise',b'Passed the radio times to @MamaMoose_Be she is just short a highlighter. https://t.co/0rdKpW6Dhc'
b'Mon Dec 18 10:37:21 +0000 2017',9.43E+17,189485579,b'Salih Tahir',b'Bunlar hakikaten gerizekal\xc4\xb1lar ulan \xc5\x9ferefsizler taraftar Fatih Terim diye inletiyor ortal\xc4\xb1\xc4\x9f\xc4\xb1 Fatih Terim korkunuz n\xe2\x80\xa6 https://t.co/ILiX4bie7g'
b'Mon Dec 18 10:37:22 +0000 2017',9.43E+17,485568174,"b""Journalists' Charity""","b""It's today! The @JournoCharity #CarolService. Join us for great speakers, mince pies &amp; Christmas cheer! See you ton\xe2\x80\xa6 https://t.co/XM3bEpeOUd"""
b'Mon Dec 18 10:37:24 +0000 2017',9.43E+17,89197022,b'Lee',b'@YidTel We must have passed on the trains mate \xf0\x9f\x98\x82\xf0\x9f\x98\x82'
b'Mon Dec 18 10:37:25 +0000 2017',9.43E+17,2894233055,b'James McLynn',b'@JoeySYM69 what you do bro'
b'Mon Dec 18 10:37:26 +0000 2017',9.43E+17,1345197865,b'mfarmersmarket',b'@stewtopia_uk hope things are going well in the lead up to christmas. how did fridays late afternoon extra visit go?'
b'Mon Dec 18 10:37:30 +0000 2017',9.43E+17,29255459,b'soph allpress \xe3\x83\x84',b'@___io__ Thankyou babe \xf0\x9f\x98\x87\xf0\x9f\x98\x87 love you too! let me know when your free over Xmas \xf0\x9f\x92\x96 xx'
b'Mon Dec 18 10:37:31 +0000 2017',9.43E+17,3324909735,b'London MT Orchestra',"b'TODAY is the final #LMTOChristmasCarol performance at the Lyceum Theatre! Who is coming to see our fantastic cast,\xe2\x80\xa6 https://t.co/vmySrh1OnV'"
b'Mon Dec 18 10:37:32 +0000 2017',9.43E+17,229144913,b'Jenny Reader',b'@earthygirl01 @david_borovsky @LogicalFan @richardcalhoun @BretStephensNYT I think someone will come up with food b\xe2\x80\xa6 https://t.co/fabYM2JRnO'
b'Mon Dec 18 10:37:33 +0000 2017',9.43E+17,42357391,b'Tom Kauwenberg',"b""@GPRoel Maar goed, er staat dan ook niet voor niets in koeienletters 'Game Preview' boven. Wat niet is, kan nog kom\xe2\x80\xa6 https://t.co/PG9BMnAlF0"""
b'Mon Dec 18 10:37:36 +0000 2017',9.43E+17,288890134,b'Stagestruck Ltd',b'Stagestruck Christmas Countdown: The design elves are busy prepping our extra special client\xe2\x80\xa6 https://t.co/sU4VZYxZ43'
b'Mon Dec 18 10:37:36 +0000 2017',9.43E+17,208610451,b'Miguel Bento \xf0\x9f\x8c\x8d',b'Santana \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
b'Mon Dec 18 10:37:38 +0000 2017',9.43E+17,266851052,b'Sophie',b'@andy_lucey @cmoods76 Lunch \xf0\x9f\x98\x86'
b'Mon Dec 18 10:37:39 +0000 2017',9.43E+17,2888873463,b'coachmaxi',b'@nlevett Love this could watch this over and over.'
b'Mon Dec 18 10:37:42 +0000 2017',9.43E+17,518928608,b'Callum\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbb',"b'@OSMLFC D, W, W, D, W, L'"
b'Mon Dec 18 10:37:43 +0000 2017',9.43E+17,292353167,b'Aaron Deacon',b'Here is j_armahentertainment \nOne of our successful actors who auditioned and will be apart of\xe2\x80\xa6 https://t.co/8ZDwS08M5P'
b'Mon Dec 18 10:37:44 +0000 2017',9.43E+17,7.80E+17,b'\xe9\x85\x92 Jonathan Warner\xf0\x9f\x87\xa9\xf0\x9f\x87\xb2 \xe9\x85\x92',b'Can also send through pictures and notes beforehand when booking. \n\nBook an appointment 24/7 with as little as 30 m\xe2\x80\xa6 https://t.co/vqL69TONMn'
b'Mon Dec 18 10:37:45 +0000 2017',9.43E+17,288890134,b'Stagestruck Ltd',b'Stagestruck Christmas Countdown: The beautiful winter sunset over Stagestruck HQ tonight. Lion\xe2\x80\xa6 https://t.co/fCtv6YSZX6'
b'Mon Dec 18 10:37:50 +0000 2017',9.43E+17,2759249945,b'G\xf0\x9f\x91\x80nerlover69',"b""@arsenalnewsasit @AFCGraMaChroi @Pieshopjohn Don't wanna hear more! If I wanted an anal experience I'd be at work! \xf0\x9f\x98\xa9\xf0\x9f\x98\xa9\xf0\x9f\x98\x97\xf0\x9f\x98\x97\xf0\x9f\x98\x97"""
b'Mon Dec 18 10:37:50 +0000 2017',9.43E+17,1926561668,b'YellowKiteBooks',b'We are live now with @Thefoodmedic - tune in and ask a question for the chance to win a book! https://t.co/8QV7ODGXTL'
b'Mon Dec 18 10:37:53 +0000 2017',9.43E+17,41255222,b'Vivian Esteves',b'#GodSaveTheQueen \n#tenho10anosmesmo #brasilia82semfreionaladeira #felizanonovo #feliz2018\xe2\x80\xa6 https://t.co/oY7up74MtL'
b'Mon Dec 18 10:37:56 +0000 2017',9.43E+17,962499698,b'The Portly Caravanner',b'Please give this year end Vlog the once over its great about caravanning&amp;travel the outside kids having fun \nWell d\xe2\x80\xa6 https://t.co/nq3a2MJQkT'
b'Mon Dec 18 10:38:00 +0000 2017',9.43E+17,198129099,b'HBoogie',b'Triggered https://t.co/gYkzoxaNVW'
b'Mon Dec 18 10:38:00 +0000 2017',9.43E+17,350953727,b'Ian Stimpson',b'Just been charged for a room at the Shard I never had! #shard'
b'Mon Dec 18 10:38:04 +0000 2017',9.43E+17,29191142,b'Kyash\xc4\xab \xe2\x9d\x84\xf0\x9f\x8d\xb7',b'Played Episode Prompto last night and enjoyed it much more than Ep. Gladdy. It would have been too disjointed and i\xe2\x80\xa6 https://t.co/ZOTodYhyp9'
b'Mon Dec 18 10:38:05 +0000 2017',9.43E+17,32514248,b'Aswad Choudhry',b'Winter Wonderland #xmasinlondon #london #WinterWonderland @ Winter\xe2\x80\xa6 https://t.co/5ReAUjILfS'
b'Mon Dec 18 10:38:08 +0000 2017',9.43E+17,390717889,b'@SharpT',"b""G\xc3\xb6kmen'e bir hat\xc4\xb1rlatma yapay\xc4\xb1m.\nCAN BARTU\nSANLI SARIAL\xc4\xb0O\xc4\x9eLU\nSEM\xc4\xb0H YUVAKURAN\nRIDVAN D\xc4\xb0LMEN\nFEYYAZ U\xc3\x87AR\nTUNCAY \xc5\x9eANLI\xe2\x80\xa6 https://t.co/zhor195G0v"""
b'Mon Dec 18 10:38:12 +0000 2017',9.43E+17,128211880,b'IFF',"b""Let's start the week right with a teaser for you all of our fourth FUR NOW story- The British\xe2\x80\xa6 https://t.co/K2dQYWYinc"""
b'Mon Dec 18 10:38:12 +0000 2017',9.43E+17,555385655,b'AUGXST',"b""@AustinDarbo Would love for you to check out my debut EP 'The Fall' \xf0\x9f\x94\xa5\nMuch respect \xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe \n\nhttps://t.co/WKiqL9rZie"""
b'Mon Dec 18 10:38:14 +0000 2017',9.43E+17,89197022,b'Lee',"b""@niwise I seem to spend most my life at them - can't wait for tomorrow night.\n\nLast trip until 2018."""
b'Mon Dec 18 10:38:14 +0000 2017',9.43E+17,2587996024,"b""The King's Room""","b""@GFACCORD @GFradelos @cjiqbal You're welcome, have a great week"""
b'Mon Dec 18 10:38:15 +0000 2017',9.43E+17,4696252566,b'Maya',"b""I just entered @Ravingsbyrae's #VLOGMAS giveaway for a free @Apple Macbook Air!  https://t.co/7gAJFKow8L?"""
b'Mon Dec 18 10:38:15 +0000 2017',9.43E+17,7.76E+17,b'ZachariaDesign',b'Creativity is intelligence having fun #AlbertEinstein\n\n#photography by #georginaphotography96 \n\n#Monday\xe2\x80\xa6 https://t.co/aEvHtTZlcN'
b'Mon Dec 18 10:38:16 +0000 2017',9.43E+17,53493977,b'James Stirling GoodWilson',"b""@Twotafkap What a moment. I'm working at Odeon now and I pop my head into the screen to hear the audible gasps when\xe2\x80\xa6 https://t.co/GkIObz3Af0"""
b'Mon Dec 18 10:38:18 +0000 2017',9.43E+17,288890134,b'Stagestruck Ltd',b'Stagestruck Christmas Countdown: Brrrr it\xe2\x80\x99s cold todayyyy. We are loving this beautiful winter\xe2\x80\xa6 https://t.co/WFXaCbvjod'
b'Mon Dec 18 10:38:20 +0000 2017',9.43E+17,2820145541,b'On the K',b'@JwStewart75 Ok base any good?'
b'Mon Dec 18 10:38:21 +0000 2017',9.43E+17,276483767,b'David Ofosu-Appiah',"b'Hope all the #fam doing #good on a #Monday ,#VladimirPutin ,#Wintersun \xf0\x9f\x98\x98\xf0\x9f\xa4\x97 https://t.co/QuxgjDhOtx'"
b'Mon Dec 18 10:38:26 +0000 2017',9.43E+17,2574581516,b'Hand In Hive',b'\xf0\x9f\xa4\x9f https://t.co/DLJFb9uJ7D'
b'Mon Dec 18 10:38:27 +0000 2017',9.43E+17,119212353,b'Niall',"b'@LBC @mrjamesob This story reminds me of the case of the Guildford 4, those poor  did a lot of buggers did a lot of\xe2\x80\xa6 https://t.co/OLS6lp4H0w'"
b'Mon Dec 18 10:38:32 +0000 2017',9.43E+17,14292815,b'Amy',b'This last year has taught me that NOBODY is impervious to mental health issues. Myself included. Look after yoursel\xe2\x80\xa6 https://t.co/xFWvFMFlMT'
b'Mon Dec 18 10:38:32 +0000 2017',9.43E+17,26993626,b'Andy Swann',"b'@TrainingZone @HRZone @midaspr Thanks Jamie, email intro sent!'"
b'Mon Dec 18 10:38:32 +0000 2017',9.43E+17,559074903,b'Good & Proper Tea',b'LAST ORDERS - tomorrow 2pm.\n\nhttps://t.co/iedJZFCp8t https://t.co/kosRovz00d'
b'Mon Dec 18 10:38:34 +0000 2017',9.43E+17,317405206,b'Tom Sherrington',b'st jude : Jawbone https://t.co/Mv0o0BGcma Anthem for @realDonaldTrump'
b'Mon Dec 18 10:38:35 +0000 2017',9.43E+17,898279939,b'Damon Carter',b'How\xe2\x80\x99s your victory planning out Danny Boy? Complete and utter shambles! https://t.co/d8aZgS6cxX'
b'Mon Dec 18 10:38:35 +0000 2017',9.43E+17,197205643,b'Danielle Robinson',b'It\xe2\x80\x99s officially Christmas when @leannebarrie brings in the gingerbread men #christmas\xe2\x80\xa6 https://t.co/kaqOX2waZ9'
b'Mon Dec 18 10:38:36 +0000 2017',9.43E+17,182542653,b'Brian Dowling',b'@RuPaulRyder \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88'
b'Mon Dec 18 10:38:37 +0000 2017',9.43E+17,37186150,b'Andrew Rolph',"b""I'm at @WaitroseUk in Croydon, Greater London https://t.co/IjnXfK6SPi"""
b'Mon Dec 18 10:38:37 +0000 2017',9.43E+17,1103597658,b'jadzia',b'I thought I will never see Peace live and I am seeing them twice next year lol'
b'Mon Dec 18 10:38:39 +0000 2017',9.43E+17,753105433,b'Martin Stevens',b'#oneofown https://t.co/K5oiKQNbY1'
b'Mon Dec 18 10:38:39 +0000 2017',9.43E+17,7.80E+17,b'\xe9\x85\x92 Jonathan Warner\xf0\x9f\x87\xa9\xf0\x9f\x87\xb2 \xe9\x85\x92',b'Only downside is I\xe2\x80\x99ve forfeited my GP to the NHS clinic running this. \n\nSo if I need to do a face to face visit my\xe2\x80\xa6 https://t.co/9wdGHbujiD'
b'Mon Dec 18 10:38:40 +0000 2017',9.43E+17,56117725,b'RunningDiary.co.uk',b'Dinton 5km/10km Summer Series #2 (14 June 2018) https://t.co/fuW8r4JdmR #running'
b'Mon Dec 18 10:38:40 +0000 2017',9.43E+17,809252504,b'Rob Chruszcz PGA',b'Fantastic day yesterday with TEAM SE Christmas training \xf0\x9f\x98\x81\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb\xf0\x9f\x8f\x8c\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xe2\x9b\xb3\xef\xb8\x8f #girlsgolf #EnglandGolf @kflypga https://t.co/rL4Gd7mdR7'
b'Mon Dec 18 10:38:46 +0000 2017',9.43E+17,364778040,b'luce',b'So excited to have our Aussie family with us for Christmas for the first time ever\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
b'Mon Dec 18 10:38:47 +0000 2017',9.43E+17,15115659,b'Tiahowler Jon Von Biltaw\xc3\xbclf',b'@kendersrule No. :('
b'Mon Dec 18 10:38:47 +0000 2017',9.43E+17,20513285,b'Josie Allchin',b'Last minute Idlewild last night. Very excellent. @ KOKO London https://t.co/oi4A7lVx7d'
b'Mon Dec 18 10:38:47 +0000 2017',9.43E+17,2844961949,b'Debbie Bliss Home',b'Our gorgeous @merimeriparty #unicorn and #mermaid would like to wish our fabulous matriarch\xe2\x80\xa6 https://t.co/37LGkVisxL'
b'Mon Dec 18 10:38:48 +0000 2017',9.43E+17,8.41E+17,b'Dr. Richard Bloore',"b'https://t.co/W0kRe2inFh\n\n""What was once a paradise was like a war zone,"" Frescas said.\n\nEagles song \'The Last Resor\xe2\x80\xa6 https://t.co/aDNLODQh4L'"
b'Mon Dec 18 10:38:50 +0000 2017',9.43E+17,3053739006,b'\xf0\x9f\x8e\x84',b'Mes hosts ils m\xe2\x80\x99ont encore pay\xc3\xa9 plus sauf que cette fois je sais pas pourquoi...'
b'Mon Dec 18 10:38:50 +0000 2017',9.43E+17,21849023,b'Dessie Rascal',b'@Jaiden_Balu mmmm'
b'Mon Dec 18 10:38:52 +0000 2017',9.43E+17,753969769,b'CatherineKavanagh48%#FBPE',b'@Felix_keeps_on @keridavies You are entitled to your view but respectfully I am pro choice and think the storyline\xe2\x80\xa6 https://t.co/V1zjUGyr9L'
b'Mon Dec 18 10:38:53 +0000 2017',9.43E+17,1399267764,b'Janrey M. Davin',b'https://t.co/BqmbgiQAcq'
b'Mon Dec 18 10:38:53 +0000 2017',9.43E+17,2759249945,b'G\xf0\x9f\x91\x80nerlover69',b'@arsenalnewsasit @AFCGraMaChroi @Pieshopjohn Lol uninvited guests are never a good idea \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x97\xf0\x9f\x98\x97\xf0\x9f\x98\x97'
b'Mon Dec 18 10:38:52 +0000 2017',9.43E+17,144478864,b'Suzy Quiquero',b'We are supporting #boroughmarket as usual this week \xf0\x9f\x8e\x84 #loveborough @newsuk https://t.co/FRiJu3LRQz'
b'Mon Dec 18 10:38:54 +0000 2017',9.43E+17,1277266308,b'Meryl R',b'Oh my god. League of Gentlemen live! But I have no one to go with \xf0\x9f\x98\x92\xf0\x9f\x98\x92'
b'Mon Dec 18 10:38:55 +0000 2017',9.43E+17,7.50E+17,b'Allexandre UK',"b'this super moment, are ours. A toast to our success in the next few hours. \xf0\x9f\x8e\xb6\xf0\x9f\x8c\xb2 \xf0\x9f\xa5\x82\xf0\x9f\x8e\x88\xf0\x9f\x87\xac\xf0\x9f\x87\xa7'"
b'Mon Dec 18 10:38:57 +0000 2017',9.43E+17,1352869994,b'Sheeley\xe2\x9c\xa8',b'I\xe2\x80\x99ve only gone on 2 dates my entire life \xf0\x9f\x98\x82'
b'Mon Dec 18 10:38:58 +0000 2017',9.43E+17,44080641,b'Lucy Scott Traybakes',b'Love the wedding debris! @ Chelsea Old Town Hall https://t.co/m4rsUjMWew'
b'Mon Dec 18 10:39:00 +0000 2017',9.43E+17,2160906742,b'ploddingbirder',b'Dungeness. The 1w Caspian Gull around the fishing boats again this morning. https://t.co/IlHwHRpQoM'
